,factor_name,original_frequency,category,period_used,trend_strength,seasonal_strength,trend_slope,mean_resid,std_resid,skew_resid,kurtosis_resid,lb_pvalue,normal_pvalue,passed_white_noise,passed_normality,final_length,image_path,adf_p,kpss_p,is_stationary,station_method,is_stationary_after,score
27,futures_liquidated_volume_long_relative,10m,derivatives,144,0.0018334932513467,0.2026396233307054,7.353694107253578e-07,-0.0015632637609847,0.5207177585462017,-0.0030647169839099,1.1881261333897406,0.0,1.492939783576973e-238,False,False,44782,./data/image_multi_freq/futures_liquidated_volume_long_relative_10m.png,0.0,0.01,False,diff1,True,0.2044731165820521
0,perpetuals_reference_rate,1h,derivatives,24,0.025722037165041,0.1767672011995747,0.0019735136180292,-6.19203958352028,352.3415857075535,0.0892914136600782,14.897003816615424,4.85649671974304e-83,0.0,False,False,7462,./data/image_multi_freq/perpetuals_reference_rate_1h.png,0.7554465648151469,0.01,False,diff1,True,0.20248923836461571
168,spot_volume_sum_intraday,10m,market,144,0.0018859459061711,0.2001951884711972,0.0007368585367626,4.374549392826343,616.0151330672435,1.086408424621565,62.5507068017145,0.0,0.0,False,False,44782,./data/image_multi_freq/spot_volume_sum_intraday_10m.png,0.0,0.01,False,diff1,True,0.2020811343773683
112,transfers_volume_from_exchanges_sum,10m,transactions,144,0.001575436350687,0.1994034759797685,0.0003058148134908,9.76687399538851,564.5682250932185,0.3345728195567525,55.1622383971299,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_from_exchanges_sum_10m.png,0.0,0.01,False,diff1,True,0.2009789123304555
80,transfers_volume_entity_adjusted_from_sth_profit_sum,10m,transactions,144,0.0011423285837625,0.1995889925645508,-0.0009169793227825,15.090831961906996,889.8718906738703,0.1063702395715534,52.13287186562292,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_entity_adjusted_from_sth_profit_sum_10m.png,2.1646334532445558e-30,0.01,False,diff1,True,0.2007313211483133
150,spot_vd_sum,10m,market,144,0.004290072500724,0.1954995920540397,-0.0003537041051499,-1.35012649055971,148.43508621811938,0.4896357014087812,43.43409710357192,0.0,0.0,False,False,44783,./data/image_multi_freq/spot_vd_sum_10m.png,0.0,0.09445444157196,True,none,True,0.19978966455476369
155,realized_volatility_6_months,10m,market,144,0.1040206723928294,0.0957263121730925,1.842951686527256e-08,-5.742306336815431e-05,0.0027860924933535,-0.6636271102103299,69.26933863580281,0.0,0.0,False,False,44782,./data/image_multi_freq/realized_volatility_6_months_10m.png,0.5245290521596198,0.01,False,diff1,True,0.1997469845659219
66,runes_fee_share,1h,transactions,24,0.0096284833597343,0.1885057461037673,-9.371926635450598e-07,-0.0012802181713809,0.1048755402662109,-0.0018897893485215,7.864851695948218,2.7904820136925283e-134,1.465867838997627e-246,False,False,7462,./data/image_multi_freq/runes_fee_share_1h.png,3.63979057301301e-07,0.01,False,diff1,True,0.1981342294635016
48,profit_relative,1h,supply,24,0.0153928723911098,0.181735573539585,2.5418744526033548e-08,3.891735095610562e-05,0.0063804103255803,-0.0771954939085946,12.099879984711226,4.1203090973828814e-08,0.0,False,False,7462,./data/image_multi_freq/profit_relative_1h.png,0.1719131154846122,0.01,False,diff1,True,0.19712844593069478
23,futures_annualized_basis_3m,10m,derivatives,144,0.0023896314057333,0.1919958620007734,-1.816801894429412e-09,-8.507030794775782e-06,0.0015290736353458,-0.3067851888534934,27.94834518610756,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_annualized_basis_3m_10m.png,0.3970162883578783,0.01,False,diff1,True,0.1943854934065067
156,price_drawdown_relative,10m,market,144,0.0048353024790516,0.1890055657653724,6.483746249830341e-09,-2.6327733892301752e-06,0.0017970965551138,-0.2610178194881052,23.346273579709,3.5343437344920163e-05,0.0,False,False,44782,./data/image_multi_freq/price_drawdown_relative_10m.png,0.1391422840878945,0.01,False,diff1,True,0.19384086824442398
12,options_25delta_skew_1_month,10m,derivatives,144,0.0029432547623436,0.1900638932995562,-1.2984839169976474e-09,-1.914388234929465e-05,0.0025132040695431,0.6792738008659264,61.13031589607152,1.0184761225559551e-37,0.0,False,False,44782,./data/image_multi_freq/options_25delta_skew_1_month_10m.png,0.0001434075079803,0.01,False,diff1,True,0.1930071480618998
138,supply_balance_10_100,10m,addresses,144,0.0013467386540398,0.1906860526431561,-0.0001497051741585,0.7460324590532127,231.4526925327252,0.0021489353773492,48.69201099372496,1.7602493321344622e-97,0.0,False,False,44782,./data/image_multi_freq/supply_balance_10_100_10m.png,0.8840182951463242,0.01,False,diff1,True,0.19203279129719592
154,mvrv_more_155,1h,market,24,0.0222234869286423,0.1683970094456865,3.369282298380301e-08,-0.000153022335255,0.0174178001092924,-0.0071741248632247,13.96084295739306,0.2881038940615254,0.0,True,False,7462,./data/image_multi_freq/mvrv_more_155_1h.png,0.6870783853787088,0.01,False,diff1,True,0.1906204963743288
162,price_usd_close,10m,market,144,0.004845720185306,0.1854071933362313,-1.8907478202580728e-05,0.0032292098640496,177.70302100401912,-0.0408121413242544,20.672342888193807,2.6669901684515856e-11,0.0,False,False,44782,./data/image_multi_freq/price_usd_close_10m.png,0.7072032264046793,0.01,False,diff1,True,0.19025291352153728
170,mvrv_median,1h,market,24,0.0213924880846874,0.1681699674940362,4.4571193633347487e-08,-9.014955533021494e-05,0.0122687009636868,0.0091126214410692,12.51705072465305,0.2234565445292119,0.0,True,False,7462,./data/image_multi_freq/mvrv_median_1h.png,0.4558009711960979,0.01,False,diff1,True,0.18956245557872362
146,supply_balance_less_0001,10m,addresses,144,0.0028346911249832,0.1864819122843677,-1.917215433573255e-06,-0.0265926734589732,0.423099448520398,-4.529440935266761,69.98035469242475,0.0,0.0,False,False,44782,./data/image_multi_freq/supply_balance_less_0001_10m.png,0.0196304351643631,0.01,False,diff1,True,0.1893166034093509
165,mvrv_less_155,1h,market,24,0.0202357272516191,0.1668048139788226,2.1045242446150308e-08,-5.441639656092415e-05,0.0053049952150759,-0.0293706357798426,12.017551276553592,0.1674756600162598,0.0,True,False,7462,./data/image_multi_freq/mvrv_less_155_1h.png,0.3831333609268152,0.01,False,diff1,True,0.1870405412304417
103,transfers_volume_sum,10m,transactions,144,0.0017605336646297,0.1804187480793503,-0.0068509915349368,331.0324281267406,9834.528286513349,0.1394170195897358,32.25304836367486,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_sum_10m.png,0.0,0.01,False,diff1,True,0.18217928174398
28,futures_liquidated_volume_short_sum,10m,derivatives,144,0.0041333106147369,0.1701589190489632,-1.4183054989341967e-05,1.308954624183647,14.751697587613448,45.76129289194785,4143.851282228001,3.3562441531712213e-225,0.0,False,False,44783,./data/image_multi_freq/futures_liquidated_volume_short_sum_10m.png,0.0,0.1,True,none,True,0.1742922296637001
99,transfers_volume_to_exchanges_sum,10m,transactions,144,0.0013938850632526,0.1715043507944304,0.000540735446489,10.721474239084522,544.8204109763743,-0.1774162732900054,41.672696304223074,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_to_exchanges_sum_10m.png,0.0,0.01,False,diff1,True,0.17289823585768302
53,active_2y_3y,10m,supply,144,0.0014776482789082,0.1632893160570602,0.0009720241417031,0.2229530315935158,549.850691276719,11.776150172656116,7753.764550376253,0.0,0.0,False,False,44782,./data/image_multi_freq/active_2y_3y_10m.png,0.5749645128349117,0.01,False,diff1,True,0.1647669643359684
84,transfers_to_miners_count,10m,transactions,144,0.00109999251562,0.1636640655762226,4.706136956432791e-05,0.1521486825347267,8.595691942489232,0.2938032165675013,80.96204416230526,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_to_miners_count_10m.png,2.0627187773800666e-30,0.01,False,diff1,True,0.1647640580918426
152,marketcap_usd,10m,market,144,0.0035095705044319,0.1571713107558946,-795.8523672442097,18869392.44241012,3589986590.129518,-0.4173155069756796,28.07804894248573,5.892387134593537e-06,0.0,False,False,44782,./data/image_multi_freq/marketcap_usd_10m.png,0.7082859528962427,0.01,False,diff1,True,0.1606808812603265
87,transfers_volume_from_exchanges_mean,10m,transactions,144,0.0010136640795921,0.1595260954899439,5.128711422341628e-06,-0.0161365280762391,1.3621758722660913,-0.0944281367851371,217.251855198546,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_from_exchanges_mean_10m.png,0.0,0.01,False,diff1,True,0.160539759569536
137,min_point_zero_1_count,10m,addresses,144,0.0013050015128321,0.158569492635943,0.000148782533751,-9.237260447482775,338.56992794071334,-0.549868031960034,58.29564170174659,0.0,0.0,False,False,44781,./data/image_multi_freq/min_point_zero_1_count_10m.png,0.9266733166487752,0.01,False,diff2,True,0.1598744941487751
94,transfers_volume_adjusted_sum,10m,transactions,144,0.0013367798764531,0.1569935206904848,0.0061990556742396,114.89045155429037,3492.425846063425,0.7356720060373444,40.98175518110315,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_adjusted_sum_10m.png,0.0,0.01,False,diff1,True,0.1583303005669379
82,transfers_to_otc_desks_count,10m,transactions,144,0.0008553683983331,0.1563081949364056,-5.523981877022138e-07,0.0034686734817545,0.9349236138653942,-3.537126386550673,205.2245204206192,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_to_otc_desks_count_10m.png,0.0,0.01,False,diff1,True,0.15716356333473872
26,futures_volume_perpetual_sum,10m,derivatives,144,0.001125797840777,0.1546981066999102,-0.0010284834504041,93.6694786884744,4312.26018677825,1.3268305107148202,36.55695731533409,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_perpetual_sum_10m.png,0.0,0.01,False,diff1,True,0.15582390454068717
133,supply_balance_001_01,10m,addresses,144,0.0013091223853495,0.1521809677517803,6.797627376331606e-06,-0.2220990745613523,8.48513766979621,-0.3336530300315837,48.62631098658245,0.0,0.0,False,False,44781,./data/image_multi_freq/supply_balance_001_01_10m.png,0.9437647376593524,0.01,False,diff2,True,0.1534900901371298
40,futures_volume_buy_perpetual_sum,10m,derivatives,144,0.0012467520100374,0.1509179809418384,-0.0004288998250279,31.081843095150614,2269.6279618085077,1.1819924166742233,36.70940621377915,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_buy_perpetual_sum_10m.png,0.0,0.01,False,diff1,True,0.1521647329518758
120,transfers_volume_to_exchanges_mean,10m,transactions,144,0.0011036831388073,0.1508318309096721,1.4867005561114285e-06,-0.0006186098040325,0.6975548456043792,-0.5936457540631194,64.05607916424258,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_to_exchanges_mean_10m.png,0.0,0.01,False,diff1,True,0.15193551404847938
30,futures_volume_buy_sum,10m,derivatives,144,0.001234074236411,0.1506789139216948,-0.0001329800629591,30.282054849332926,2288.618567393086,1.184721707033929,36.92158016671451,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_buy_sum_10m.png,0.0,0.01,False,diff1,True,0.1519129881581058
145,supply_balance_1_10,10m,addresses,144,0.0011706421521328,0.1506561964125815,-1.3492646629469529e-05,-0.7120535748122255,63.743130302120825,-0.1171598652425423,18.08241841710049,0.0,0.0,False,False,44781,./data/image_multi_freq/supply_balance_1_10_10m.png,0.9556886440357014,0.01,False,diff2,True,0.1518268385647143
33,futures_volume_sell_sum,10m,derivatives,144,0.0010308221343809,0.1482082358728038,0.0012587391230714,39.47827414602872,2268.4636564407,1.2825694314024063,33.93189508908448,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_sell_sum_10m.png,0.0,0.01,False,diff1,True,0.1492390580071847
15,futures_volume_sell_perpetual_sum,10m,derivatives,144,0.0010041347986186,0.1477921443575362,0.0015410745557358,38.61865724341929,2248.113829219339,1.280449363777204,33.70258562734024,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_sell_perpetual_sum_10m.png,0.0,0.01,False,diff1,True,0.14879627915615481
109,transfers_volume_adjusted_mean,10m,transactions,144,0.0014266663122786,0.1462986279638123,1.168277910111022e-06,0.0236215709736694,0.8239873830705935,0.2551816133966207,65.5484518988219,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_adjusted_mean_10m.png,0.0,0.01,False,diff1,True,0.1477252942760909
113,transfers_volume_entity_adjusted_sum,10m,transactions,144,0.0012260298086569,0.145496249062775,-0.0002379725734909,30.492119536709588,1452.9053382377656,0.3295724350208308,37.01439714967574,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_entity_adjusted_sum_10m.png,0.0,0.01,False,diff1,True,0.1467222788714319
131,min_1_count,10m,addresses,144,0.0010354738352154,0.1456662281694873,3.0024806079215382e-05,-0.3569541415695637,27.56126483036142,-1.2012407971383168,54.089797745965576,0.0,0.0,False,False,44781,./data/image_multi_freq/min_1_count_10m.png,0.9288106087914628,0.01,False,diff2,True,0.1467017020047027
158,spot_volume_daily_sum,10m,market,144,0.0270990962262737,0.1142152118693843,0.0015838978256173,4.608864702464043,1141.2532898026222,-0.1753797539634344,63.46464912880886,0.0,0.0,False,False,44782,./data/image_multi_freq/spot_volume_daily_sum_10m.png,1.5749056603891828e-17,0.01,False,diff1,True,0.141314308095658
167,mvrv,10m,market,144,0.0025871105269782,0.1371311224440448,-2.1968261480746004e-09,9.888947476512525e-06,0.0046528539999829,-0.2628858478138011,33.471147709293206,0.0122466999072204,0.0,False,False,44782,./data/image_multi_freq/mvrv_10m.png,0.2774180501611928,0.01,False,diff1,True,0.13971823297102298
106,transfers_volume_miners_to_exchanges,10m,transactions,144,0.0002889464359071,0.1388592638492662,2.2425700594870407e-05,0.1715388623603929,10.139783087559747,172.39405739262423,33826.96381893895,0.9999924428620476,0.0,True,False,44783,./data/image_multi_freq/transfers_volume_miners_to_exchanges_10m.png,0.0,0.1,True,none,True,0.1391482102851733
19,options_volume_put_call_ratio,10m,derivatives,144,0.0016445457254844,0.1359903093946216,2.0195162026932162e-08,2.6019994158288047e-05,0.0198198673511003,-0.5618417534857166,71.67737680716834,4.52457861607894e-83,0.0,False,False,44782,./data/image_multi_freq/options_volume_put_call_ratio_10m.png,9.283436270190919e-22,0.01,False,diff1,True,0.13763485512010598
169,mvrv_z_score,10m,market,144,0.0018378712926507,0.1336919029574421,-5.06487245984965e-10,2.066033145740273e-06,0.0092518273313562,-0.68525995377683,32.44863475333235,0.0261912104445632,0.0,False,False,44782,./data/image_multi_freq/mvrv_z_score_10m.png,0.3741479181998386,0.01,False,diff1,True,0.1355297742500928
3,futures_volume_daily_sum,10m,derivatives,144,0.0161534923973005,0.1103797340518742,-0.0116678664789489,34.89325884584701,8193.429340986484,0.0397068118193998,26.48287260194612,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_daily_sum_10m.png,4.188507713846254e-20,0.01,False,diff1,True,0.1265332264491747
29,futures_volume_daily_perpetual_sum,10m,derivatives,144,0.0161170034151893,0.1095721543741509,-0.0140425968375583,29.846197530323405,8111.111718237959,0.0290504685255002,26.328327806983616,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_daily_perpetual_sum_10m.png,4.331372205738904e-20,0.01,False,diff1,True,0.1256891577893402
130,supply_balance_0001_001,10m,addresses,144,0.0041023883591081,0.1209876567978822,-1.1939747368017784e-05,-0.0836429501208097,2.037844889614961,-2.717082854751611,31.552050844864176,2.663669833233625e-139,0.0,False,False,44782,./data/image_multi_freq/supply_balance_0001_001_10m.png,0.5823738579489827,0.01,False,diff1,True,0.1250900451569903
71,runes_fee,1h,transactions,24,0.0025942781245003,0.1219780469008183,-1.0650997007215145e-06,-0.0026031278163168,0.6204497630455488,18.208412258797203,2527.9372220898103,8.208689831121855e-196,0.0,False,False,7462,./data/image_multi_freq/runes_fee_1h.png,0.0,0.01,False,diff1,True,0.1245723250253186
1,futures_vd_perpetual,10m,derivatives,144,0.0023812971455985,0.1217327959659489,0.0017703580321922,-6.658773885092658,968.0696047257094,0.0394785427287234,30.115148086071287,6.318947683656559e-27,0.0,False,False,44783,./data/image_multi_freq/futures_vd_perpetual_10m.png,0.0,0.1,True,none,True,0.12411409311154739
148,non_zero_count,10m,addresses,144,0.0033950864687909,0.118066857909339,-0.0045795956524995,-85.3614864660289,1680.2226249811793,-3.4373440481743227,37.38665210530193,1.1840536401273212e-272,0.0,False,False,44782,./data/image_multi_freq/non_zero_count_10m.png,0.4063806150052953,0.01,False,diff1,True,0.1214619443781299
31,futures_volume_buy_daily_perpetual_sum,10m,derivatives,144,0.0164949269949203,0.1041872148740593,-0.006001686016859,-7.008622106657564,3904.1851963699582,-0.2296843136122014,32.35930336234234,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_buy_daily_perpetual_sum_10m.png,7.074514970446733e-21,0.01,False,diff1,True,0.1206821418689796
5,futures_volume_buy_daily_sum,10m,derivatives,144,0.0165064366574826,0.1035240228388108,-0.0064494440833977,-7.551680155125554,3939.914172544084,-0.2417012923146225,32.51878386403729,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_buy_daily_sum_10m.png,6.735255614148685e-21,0.01,False,diff1,True,0.1200304594962934
68,transfers_volume_entity_adjusted_mean,10m,transactions,144,0.0010083924633466,0.1182160558724424,-3.424228278774125e-08,0.0053618379460683,0.5156161815849802,-0.028511949521112,63.41899143199788,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_entity_adjusted_mean_10m.png,2.0744914716103323e-30,0.01,False,diff1,True,0.11922444833578899
100,transfers_volume_entity_adjusted_from_sth_sum,10m,transactions,144,0.0010752767232783,0.1155773847041972,0.0007782030568554,22.704027766488505,1261.130981025738,0.2551707590889196,43.975840540133504,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_entity_adjusted_from_sth_sum_10m.png,0.0,0.01,False,diff1,True,0.1166526614274755
32,futures_volume_sell_daily_perpetual_sum,10m,derivatives,144,0.0161493630464584,0.0949758137278999,0.0002628805215463,26.23772633109584,3946.784035562576,0.5555302803802468,29.530810432327428,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_sell_daily_perpetual_sum_10m.png,8.356932254387576e-21,0.01,False,diff1,True,0.11112517677435829
34,futures_volume_sell_daily_sum,10m,derivatives,144,0.0161496706620382,0.0946294069289128,1.1014069637054129e-05,26.69506774278853,3985.427960882476,0.568835007642909,30.066613693311147,0.0,0.0,False,False,44782,./data/image_multi_freq/futures_volume_sell_daily_sum_10m.png,8.180633531854856e-21,0.01,False,diff1,True,0.11077907759095099
8,futures_liquidated_volume_long_sum,10m,derivatives,144,0.0040343425807861,0.0906709701548255,-1.0860989867617022e-05,1.963398931510809,21.688294032486308,54.63462245975384,5529.210931725749,0.0,0.0,False,False,44783,./data/image_multi_freq/futures_liquidated_volume_long_sum_10m.png,0.0,0.1,True,none,True,0.0947053127356116
25,futures_liquidated_volume_long_mean,10m,derivatives,144,0.000463848214299,0.0320478356875883,-2.734609372597968e-06,0.036265479017882,0.85908981114719,140.36723632923182,23365.15591242821,0.99999999887858,0.0,True,False,44783,./data/image_multi_freq/futures_liquidated_volume_long_mean_10m.png,0.0,0.1,True,none,True,0.0325116839018873
97,size_mean,10m,transactions,144,2.886038473373289e-05,0.0002063756824597,0.0336468686570579,354.6441619351721,27602.24186496514,120.17221720510396,16070.582207230016,1.0,0.0,True,False,28588,./data/image_multi_freq/size_mean_10m.png,0.0,0.0709417632533513,True,none,True,0.0002352360671934329
